"Label","Qualified API Name","Developer Name","Data Type","Description","Label"
"Start Date/Time","Start_Date_Time__c","TTS_Transaction","Date/Time","","Transaction"
"Initial Transaction","Transaction__c","TTS_Transaction","Lookup(Transaction)","","Transaction"
"Type","Type__c","TTS_Transaction","Picklist","","Transaction"
"Applied Royalty Rate","Applied_Royalty_Rate__c","TTS_Transaction","Percent(8, 4)","The royalty rate applied to the reported revenue for this transaction.","Transaction"
"Law Firm Matter","Law_Firm_Matter__c","TTS_Transaction","Lookup(Law Firm Matter)","The law firm matter or docket engagement associated with this transaction.","Transaction"
"Payment Status","Payment_Status__c","TTS_Transaction","Picklist","Lifecycle status for the expected or completed payment.","Transaction"
"Protection Litigation","Protection_Litigation__c","TTS_Transaction","Lookup(Protection Litigation)","The related protection litigation for legal fee or settlement transactions.","Transaction"
"Reported Royalty Revenue","Reported_Royalty_Revenue__c","TTS_Transaction","Currency(16, 2)","Revenue reported by the licensee or obligated party for the royalty calculation period.","Transaction"
"Royalty Report End Date","Royalty_Report_End_Date__c","TTS_Transaction","Date","","Transaction"
"Royalty Report Start Date","Royalty_Report_Start_Date__c","TTS_Transaction","Date","","Transaction"
"Royalty Term","Royalty_Term__c","TTS_Transaction","Lookup(Royalty Term)","The royalty term used to justify and calculate this transaction amount.","Transaction"
"Law Firm Matter","Law_Firm_Matter__c","TTS_Protection","Lookup(Law Firm Matter)","The law firm matter or docket engagement associated with this protection.","Protection"
"Law Firm Matter","Law_Firm_Matter__c","TTS_Protection_Litigation","Lookup(Law Firm Matter)","The law firm matter or docket engagement associated with this litigation.","Protection Litigation"
"Record ID","Id","TTS_Royalty_Term","Lookup()","","Royalty Term"
"Deleted","IsDeleted","TTS_Royalty_Term","Checkbox","","Royalty Term"
"Royalty Term ID","Name","TTS_Royalty_Term","Auto Number","","Royalty Term ID"
"Created Date","CreatedDate","TTS_Royalty_Term","Date/Time","","Created Date"
"Created By","CreatedById","TTS_Royalty_Term","Lookup(User)","","Created By"
"Last Modified Date","LastModifiedDate","TTS_Royalty_Term","Date/Time","","Last Modified Date"
"Last Modified By","LastModifiedById","TTS_Royalty_Term","Lookup(User)","","Last Modified By"
"System Modstamp","SystemModstamp","TTS_Royalty_Term","Date/Time","","System Modstamp"
"Last Activity Date","LastActivityDate","TTS_Royalty_Term","Date","","Last Activity Date"
"Last Viewed Date","LastViewedDate","TTS_Royalty_Term","Date/Time","","Last Viewed Date"
"Last Referenced Date","LastReferencedDate","TTS_Royalty_Term","Date/Time","","Last Referenced Date"
"Object Access Level","UserRecordAccessId","TTS_Royalty_Term","Lookup(User Record Access)","","Object Access Level"
"Agreement","Agreement__c","TTS_Royalty_Term","Master-Detail(Agreement)","","Agreement"
"Agreement Party","Agreement_Party__c","TTS_Royalty_Term","Lookup(Agreement Party)","The agreement party responsible for or benefiting from this royalty term.","Agreement Party"
"Description","Description__c","TTS_Royalty_Term","Long Text Area(32768)","Additional notes describing how the royalty amount should be calculated.","Description"
"Direction","Direction__c","TTS_Royalty_Term","Picklist","Whether this royalty term is receivable by the institution or payable to another party.","Direction"
"Effective End Date","Effective_End_Date__c","TTS_Royalty_Term","Date","","Effective End Date"
"Effective Start Date","Effective_Start_Date__c","TTS_Royalty_Term","Date","","Effective Start Date"
"Fixed Amount","Fixed_Amount__c","TTS_Royalty_Term","Currency(16, 2)","Fixed royalty amount, when the term is not calculated from a percentage rate.","Fixed Amount"
"Royalty Basis","Royalty_Basis__c","TTS_Royalty_Term","Picklist","The revenue or event basis used to calculate the royalty amount.","Royalty Basis"
"Royalty Obligation Type","Royalty_Obligation_Type__c","TTS_Royalty_Term","Picklist","The business reason for the royalty obligation.","Royalty Obligation Type"
"Royalty Rate","Royalty_Rate__c","TTS_Royalty_Term","Percent(8, 4)","The royalty percentage rate used to calculate the amount.","Royalty Rate"
"Record ID","Id","TTS_Law_Firm_Matter","Lookup()","","Law Firm Matter"
"Owner","OwnerId","TTS_Law_Firm_Matter","Lookup(User,Group)","","Owner"
"Deleted","IsDeleted","TTS_Law_Firm_Matter","Checkbox","","Law Firm Matter"
"Law Firm Matter ID","Name","TTS_Law_Firm_Matter","Auto Number","","Law Firm Matter ID"
"Created Date","CreatedDate","TTS_Law_Firm_Matter","Date/Time","","Created Date"
"Created By","CreatedById","TTS_Law_Firm_Matter","Lookup(User)","","Created By"
"Last Modified Date","LastModifiedDate","TTS_Law_Firm_Matter","Date/Time","","Last Modified Date"
"Last Modified By","LastModifiedById","TTS_Law_Firm_Matter","Lookup(User)","","Last Modified By"
"System Modstamp","SystemModstamp","TTS_Law_Firm_Matter","Date/Time","","System Modstamp"
"Last Activity Date","LastActivityDate","TTS_Law_Firm_Matter","Date","","Last Activity Date"
"Last Viewed Date","LastViewedDate","TTS_Law_Firm_Matter","Date/Time","","Last Viewed Date"
"Last Referenced Date","LastReferencedDate","TTS_Law_Firm_Matter","Date/Time","","Last Referenced Date"
"Object Access Level","UserRecordAccessId","TTS_Law_Firm_Matter","Lookup(User Record Access)","","Object Access Level"
"Closed Date","Closed_Date__c","TTS_Law_Firm_Matter","Date","","Closed Date"
"Description","Description__c","TTS_Law_Firm_Matter","Long Text Area(32768)","Summary of the law firm matter, docket, or engagement scope.","Description"
"Law Firm Matter Key","Law_Firm_Matter_Key__c","TTS_Law_Firm_Matter","Text(255)  (External ID) (Unique Case Insensitive)","Unique external key for invoice lookup, usually combining the law firm and matter or docket number.","Law Firm Matter Key"
"Law Firm","Law_Firm__c","TTS_Law_Firm_Matter","Lookup(Account)","","Law Firm"
"Matter/Docket Number","Matter_Docket_Number__c","TTS_Law_Firm_Matter","Text(100)","The law firm's matter or docket number used on invoices.","Matter/Docket Number"
"Opened Date","Opened_Date__c","TTS_Law_Firm_Matter","Date","","Opened Date"
"Status","Status__c","TTS_Law_Firm_Matter","Picklist","","Status"
