"Label","Qualified API Name","Developer Name","Data Type","Description","Label"
"System Modstamp","SystemModstamp","TTS_Technology__Feed","Date/Time","","Feed: Technology"
"Comment Count","CommentCount","TTS_Technology__Feed","Number(9, 0)","","Feed: Technology"
"Like Count","LikeCount","TTS_Technology__Feed","Number(9, 0)","","Feed: Technology"
"Title","Title","TTS_Technology__Feed","Text(255)","","Feed: Technology"
"Body","Body","TTS_Technology__Feed","Long Text Area(10000)","","Feed: Technology"
"Link Url","LinkUrl","TTS_Technology__Feed","URL(1000)","","Feed: Technology"
"Is Rich Text","IsRichText","TTS_Technology__Feed","Checkbox","","Feed: Technology"
"Related Record","RelatedRecordId","TTS_Technology__Feed","Lookup(Content Version,Thanks,Canvas Feed Item)","","Feed: Technology"
"Inserted By","InsertedById","TTS_Technology__Feed","Lookup(User)","","Feed: Technology"
"Best Comment","BestCommentId","TTS_Technology__Feed","Lookup(Feed Comment)","","Feed: Technology"
"Entity History ID","Id","TTS_Agreement__History","Lookup()","","History: Agreement"
"Deleted","IsDeleted","TTS_Agreement__History","Checkbox","","History: Agreement"
"Custom Object Record","ParentId","TTS_Agreement__History","Lookup(Agreement)","","History: Agreement"
"Created By","CreatedById","TTS_Agreement__History","Lookup(User)","","History: Agreement"
"Created Date","CreatedDate","TTS_Agreement__History","Date/Time","","History: Agreement"
"Changed Field","Field","TTS_Agreement__History","Picklist(Custom Field Definition,Custom Field Data Column)","","History: Agreement"
"Datatype","DataType","TTS_Agreement__History","Picklist","","History: Agreement"
"Old Value","OldValue","TTS_Agreement__History","Lookup","","History: Agreement"
"New Value","NewValue","TTS_Agreement__History","Lookup","","History: Agreement"
"Entity History ID","Id","TTS_Agreement_Party__History","Lookup()","","History: Agreement Party"
"Deleted","IsDeleted","TTS_Agreement_Party__History","Checkbox","","History: Agreement Party"
"Custom Object Record","ParentId","TTS_Agreement_Party__History","Lookup(Agreement Party)","","History: Agreement Party"
"Created By","CreatedById","TTS_Agreement_Party__History","Lookup(User)","","History: Agreement Party"
"Created Date","CreatedDate","TTS_Agreement_Party__History","Date/Time","","History: Agreement Party"
"Changed Field","Field","TTS_Agreement_Party__History","Picklist(Custom Field Definition,Custom Field Data Column)","","History: Agreement Party"
"Datatype","DataType","TTS_Agreement_Party__History","Picklist","","History: Agreement Party"
"Old Value","OldValue","TTS_Agreement_Party__History","Lookup","","History: Agreement Party"
"New Value","NewValue","TTS_Agreement_Party__History","Lookup","","History: Agreement Party"
"Entity History ID","Id","TTS_Applicant__History","Lookup()","","History: Applicant"
"Deleted","IsDeleted","TTS_Applicant__History","Checkbox","","History: Applicant"
"Custom Object Record","ParentId","TTS_Applicant__History","Lookup(Applicant)","","History: Applicant"
"Created By","CreatedById","TTS_Applicant__History","Lookup(User)","","History: Applicant"
"Created Date","CreatedDate","TTS_Applicant__History","Date/Time","","History: Applicant"
"Changed Field","Field","TTS_Applicant__History","Picklist(Custom Field Definition,Custom Field Data Column)","","History: Applicant"
"Datatype","DataType","TTS_Applicant__History","Picklist","","History: Applicant"
"Old Value","OldValue","TTS_Applicant__History","Lookup","","History: Applicant"
"New Value","NewValue","TTS_Applicant__History","Lookup","","History: Applicant"
"Entity History ID","Id","TTS_Contributor__History","Lookup()","","History: Contributor"
"Deleted","IsDeleted","TTS_Contributor__History","Checkbox","","History: Contributor"
"Custom Object Record","ParentId","TTS_Contributor__History","Lookup(Contributor)","","History: Contributor"
"Created By","CreatedById","TTS_Contributor__History","Lookup(User)","","History: Contributor"
"Created Date","CreatedDate","TTS_Contributor__History","Date/Time","","History: Contributor"
"Changed Field","Field","TTS_Contributor__History","Picklist(Custom Field Definition,Custom Field Data Column)","","History: Contributor"
"Datatype","DataType","TTS_Contributor__History","Picklist","","History: Contributor"
"Old Value","OldValue","TTS_Contributor__History","Lookup","","History: Contributor"
"New Value","NewValue","TTS_Contributor__History","Lookup","","History: Contributor"
"Entity History ID","Id","TTS_Disclosure__History","Lookup()","","History: Disclosure"
"Deleted","IsDeleted","TTS_Disclosure__History","Checkbox","","History: Disclosure"
"Custom Object Record","ParentId","TTS_Disclosure__History","Lookup(Disclosure)","","History: Disclosure"
"Created By","CreatedById","TTS_Disclosure__History","Lookup(User)","","History: Disclosure"
"Created Date","CreatedDate","TTS_Disclosure__History","Date/Time","","History: Disclosure"
"Changed Field","Field","TTS_Disclosure__History","Picklist(Custom Field Definition,Custom Field Data Column)","","History: Disclosure"
"Datatype","DataType","TTS_Disclosure__History","Picklist","","History: Disclosure"
"Old Value","OldValue","TTS_Disclosure__History","Lookup","","History: Disclosure"
"New Value","NewValue","TTS_Disclosure__History","Lookup","","History: Disclosure"
"Entity History ID","Id","TTS_Inventor__History","Lookup()","","History: Inventor"
"Deleted","IsDeleted","TTS_Inventor__History","Checkbox","","History: Inventor"
"Custom Object Record","ParentId","TTS_Inventor__History","Lookup(Inventor)","","History: Inventor"
"Created By","CreatedById","TTS_Inventor__History","Lookup(User)","","History: Inventor"
"Created Date","CreatedDate","TTS_Inventor__History","Date/Time","","History: Inventor"
"Changed Field","Field","TTS_Inventor__History","Picklist(Custom Field Definition,Custom Field Data Column)","","History: Inventor"
"Datatype","DataType","TTS_Inventor__History","Picklist","","History: Inventor"
"Old Value","OldValue","TTS_Inventor__History","Lookup","","History: Inventor"
"New Value","NewValue","TTS_Inventor__History","Lookup","","History: Inventor"
"Entity History ID","Id","TTS_Mentoring_Interest__History","Lookup()","","History: Mentoring Interest"
"Deleted","IsDeleted","TTS_Mentoring_Interest__History","Checkbox","","History: Mentoring Interest"
"Custom Object Record","ParentId","TTS_Mentoring_Interest__History","Lookup(Mentoring Interest)","","History: Mentoring Interest"
"Created By","CreatedById","TTS_Mentoring_Interest__History","Lookup(User)","","History: Mentoring Interest"
"Created Date","CreatedDate","TTS_Mentoring_Interest__History","Date/Time","","History: Mentoring Interest"
"Changed Field","Field","TTS_Mentoring_Interest__History","Picklist(Custom Field Definition,Custom Field Data Column)","","History: Mentoring Interest"
"Datatype","DataType","TTS_Mentoring_Interest__History","Picklist","","History: Mentoring Interest"
"Old Value","OldValue","TTS_Mentoring_Interest__History","Lookup","","History: Mentoring Interest"
"New Value","NewValue","TTS_Mentoring_Interest__History","Lookup","","History: Mentoring Interest"
"Entity History ID","Id","TTS_Mentoring_Opportunity__History","Lookup()","","History: Mentoring Opportunity"
"Deleted","IsDeleted","TTS_Mentoring_Opportunity__History","Checkbox","","History: Mentoring Opportunity"
"Custom Object Record","ParentId","TTS_Mentoring_Opportunity__History","Lookup(Mentoring Opportunity)","","History: Mentoring Opportunity"
"Created By","CreatedById","TTS_Mentoring_Opportunity__History","Lookup(User)","","History: Mentoring Opportunity"
"Created Date","CreatedDate","TTS_Mentoring_Opportunity__History","Date/Time","","History: Mentoring Opportunity"
"Changed Field","Field","TTS_Mentoring_Opportunity__History","Picklist(Custom Field Definition,Custom Field Data Column)","","History: Mentoring Opportunity"
"Datatype","DataType","TTS_Mentoring_Opportunity__History","Picklist","","History: Mentoring Opportunity"
"Old Value","OldValue","TTS_Mentoring_Opportunity__History","Lookup","","History: Mentoring Opportunity"
"New Value","NewValue","TTS_Mentoring_Opportunity__History","Lookup","","History: Mentoring Opportunity"
"Entity History ID","Id","TTS_Protection__History","Lookup()","","History: Protection"
"Deleted","IsDeleted","TTS_Protection__History","Checkbox","","History: Protection"
"Custom Object Record","ParentId","TTS_Protection__History","Lookup(Protection)","","History: Protection"
"Created By","CreatedById","TTS_Protection__History","Lookup(User)","","History: Protection"
"Created Date","CreatedDate","TTS_Protection__History","Date/Time","","History: Protection"
"Changed Field","Field","TTS_Protection__History","Picklist(Custom Field Definition,Custom Field Data Column)","","History: Protection"
"Datatype","DataType","TTS_Protection__History","Picklist","","History: Protection"
"Old Value","OldValue","TTS_Protection__History","Lookup","","History: Protection"
"New Value","NewValue","TTS_Protection__History","Lookup","","History: Protection"
"Entity History ID","Id","TTS_Protection_Claim__History","Lookup()","","History: Protection Claim"
"Deleted","IsDeleted","TTS_Protection_Claim__History","Checkbox","","History: Protection Claim"
"Custom Object Record","ParentId","TTS_Protection_Claim__History","Lookup(Protection Claim)","","History: Protection Claim"
"Created By","CreatedById","TTS_Protection_Claim__History","Lookup(User)","","History: Protection Claim"
"Created Date","CreatedDate","TTS_Protection_Claim__History","Date/Time","","History: Protection Claim"
"Changed Field","Field","TTS_Protection_Claim__History","Picklist(Custom Field Definition,Custom Field Data Column)","","History: Protection Claim"
"Datatype","DataType","TTS_Protection_Claim__History","Picklist","","History: Protection Claim"
"Old Value","OldValue","TTS_Protection_Claim__History","Lookup","","History: Protection Claim"
"New Value","NewValue","TTS_Protection_Claim__History","Lookup","","History: Protection Claim"
"Entity History ID","Id","TTS_Protection_Family__History","Lookup()","","History: Protection Family"
"Deleted","IsDeleted","TTS_Protection_Family__History","Checkbox","","History: Protection Family"
"Custom Object Record","ParentId","TTS_Protection_Family__History","Lookup(Protection Family)","","History: Protection Family"
"Created By","CreatedById","TTS_Protection_Family__History","Lookup(User)","","History: Protection Family"
"Created Date","CreatedDate","TTS_Protection_Family__History","Date/Time","","History: Protection Family"
"Changed Field","Field","TTS_Protection_Family__History","Picklist(Custom Field Definition,Custom Field Data Column)","","History: Protection Family"
"Datatype","DataType","TTS_Protection_Family__History","Picklist","","History: Protection Family"
"Old Value","OldValue","TTS_Protection_Family__History","Lookup","","History: Protection Family"
"New Value","NewValue","TTS_Protection_Family__History","Lookup","","History: Protection Family"
"Entity History ID","Id","TTS_Protection_Litigation__History","Lookup()","","History: Protection Litigation"
"Deleted","IsDeleted","TTS_Protection_Litigation__History","Checkbox","","History: Protection Litigation"
"Custom Object Record","ParentId","TTS_Protection_Litigation__History","Lookup(Protection Litigation)","","History: Protection Litigation"
"Created By","CreatedById","TTS_Protection_Litigation__History","Lookup(User)","","History: Protection Litigation"
"Created Date","CreatedDate","TTS_Protection_Litigation__History","Date/Time","","History: Protection Litigation"
"Changed Field","Field","TTS_Protection_Litigation__History","Picklist(Custom Field Definition,Custom Field Data Column)","","History: Protection Litigation"
"Datatype","DataType","TTS_Protection_Litigation__History","Picklist","","History: Protection Litigation"
"Old Value","OldValue","TTS_Protection_Litigation__History","Lookup","","History: Protection Litigation"
"New Value","NewValue","TTS_Protection_Litigation__History","Lookup","","History: Protection Litigation"
"Entity History ID","Id","TTS_Recipient__History","Lookup()","","History: Recipient"
"Deleted","IsDeleted","TTS_Recipient__History","Checkbox","","History: Recipient"
"Custom Object Record","ParentId","TTS_Recipient__History","Lookup(Recipient)","","History: Recipient"
"Created By","CreatedById","TTS_Recipient__History","Lookup(User)","","History: Recipient"
"Created Date","CreatedDate","TTS_Recipient__History","Date/Time","","History: Recipient"
"Changed Field","Field","TTS_Recipient__History","Picklist(Custom Field Definition,Custom Field Data Column)","","History: Recipient"
"Datatype","DataType","TTS_Recipient__History","Picklist","","History: Recipient"
"Old Value","OldValue","TTS_Recipient__History","Lookup","","History: Recipient"
"New Value","NewValue","TTS_Recipient__History","Lookup","","History: Recipient"
"Entity History ID","Id","TTS_Space__History","Lookup()","","History: Space"
"Deleted","IsDeleted","TTS_Space__History","Checkbox","","History: Space"
"Custom Object Record","ParentId","TTS_Space__History","Lookup(Space)","","History: Space"
"Created By","CreatedById","TTS_Space__History","Lookup(User)","","History: Space"
"Created Date","CreatedDate","TTS_Space__History","Date/Time","","History: Space"
"Changed Field","Field","TTS_Space__History","Picklist(Custom Field Definition,Custom Field Data Column)","","History: Space"
"Datatype","DataType","TTS_Space__History","Picklist","","History: Space"
"Old Value","OldValue","TTS_Space__History","Lookup","","History: Space"
"New Value","NewValue","TTS_Space__History","Lookup","","History: Space"
"Entity History ID","Id","TTS_Space_Asset__History","Lookup()","","History: Space Asset"
"Deleted","IsDeleted","TTS_Space_Asset__History","Checkbox","","History: Space Asset"
"Custom Object Record","ParentId","TTS_Space_Asset__History","Lookup(Space Asset)","","History: Space Asset"
"Created By","CreatedById","TTS_Space_Asset__History","Lookup(User)","","History: Space Asset"
"Created Date","CreatedDate","TTS_Space_Asset__History","Date/Time","","History: Space Asset"
"Changed Field","Field","TTS_Space_Asset__History","Picklist(Custom Field Definition,Custom Field Data Column)","","History: Space Asset"
"Datatype","DataType","TTS_Space_Asset__History","Picklist","","History: Space Asset"
"Old Value","OldValue","TTS_Space_Asset__History","Lookup","","History: Space Asset"
"New Value","NewValue","TTS_Space_Asset__History","Lookup","","History: Space Asset"
"Entity History ID","Id","TTS_Space_Tenant__History","Lookup()","","History: Space Tenant"
"Deleted","IsDeleted","TTS_Space_Tenant__History","Checkbox","","History: Space Tenant"
"Custom Object Record","ParentId","TTS_Space_Tenant__History","Lookup(Space Tenant)","","History: Space Tenant"
"Created By","CreatedById","TTS_Space_Tenant__History","Lookup(User)","","History: Space Tenant"
"Created Date","CreatedDate","TTS_Space_Tenant__History","Date/Time","","History: Space Tenant"
"Changed Field","Field","TTS_Space_Tenant__History","Picklist(Custom Field Definition,Custom Field Data Column)","","History: Space Tenant"
"Datatype","DataType","TTS_Space_Tenant__History","Picklist","","History: Space Tenant"
"Old Value","OldValue","TTS_Space_Tenant__History","Lookup","","History: Space Tenant"
"New Value","NewValue","TTS_Space_Tenant__History","Lookup","","History: Space Tenant"
"Entity History ID","Id","TTS_Technology__History","Lookup()","","History: Technology"
"Deleted","IsDeleted","TTS_Technology__History","Checkbox","","History: Technology"
"Custom Object Record","ParentId","TTS_Technology__History","Lookup(Technology)","","History: Technology"
"Created By","CreatedById","TTS_Technology__History","Lookup(User)","","History: Technology"
"Created Date","CreatedDate","TTS_Technology__History","Date/Time","","History: Technology"
"Changed Field","Field","TTS_Technology__History","Picklist(Custom Field Definition,Custom Field Data Column)","","History: Technology"
"Datatype","DataType","TTS_Technology__History","Picklist","","History: Technology"
"Old Value","OldValue","TTS_Technology__History","Lookup","","History: Technology"
"New Value","NewValue","TTS_Technology__History","Lookup","","History: Technology"
"Entity History ID","Id","TTS_Space_Tenant_Contact__History","Lookup()","","History: Tenant Contact"
"Deleted","IsDeleted","TTS_Space_Tenant_Contact__History","Checkbox","","History: Tenant Contact"
"Custom Object Record","ParentId","TTS_Space_Tenant_Contact__History","Lookup(Tenant Contact)","","History: Tenant Contact"
"Created By","CreatedById","TTS_Space_Tenant_Contact__History","Lookup(User)","","History: Tenant Contact"
"Created Date","CreatedDate","TTS_Space_Tenant_Contact__History","Date/Time","","History: Tenant Contact"
"Changed Field","Field","TTS_Space_Tenant_Contact__History","Picklist(Custom Field Definition,Custom Field Data Column)","","History: Tenant Contact"
"Datatype","DataType","TTS_Space_Tenant_Contact__History","Picklist","","History: Tenant Contact"
"Old Value","OldValue","TTS_Space_Tenant_Contact__History","Lookup","","History: Tenant Contact"
"New Value","NewValue","TTS_Space_Tenant_Contact__History","Lookup","","History: Tenant Contact"
"Entity History ID","Id","TTS_Transaction__History","Lookup()","","History: Transaction"
"Deleted","IsDeleted","TTS_Transaction__History","Checkbox","","History: Transaction"
"Custom Object Record","ParentId","TTS_Transaction__History","Lookup(Transaction)","","History: Transaction"
"Created By","CreatedById","TTS_Transaction__History","Lookup(User)","","History: Transaction"
"Created Date","CreatedDate","TTS_Transaction__History","Date/Time","","History: Transaction"
"Changed Field","Field","TTS_Transaction__History","Picklist(Custom Field Definition,Custom Field Data Column)","","History: Transaction"
"Datatype","DataType","TTS_Transaction__History","Picklist","","History: Transaction"
"Old Value","OldValue","TTS_Transaction__History","Lookup","","History: Transaction"
"New Value","NewValue","TTS_Transaction__History","Lookup","","History: Transaction"
"Record ID","Id","TTS_Inventor","Lookup()","","Inventor"
"Deleted","IsDeleted","TTS_Inventor","Checkbox","","Inventor"
"Inventor ID","Name","TTS_Inventor","Auto Number","","Inventor"
"Created Date","CreatedDate","TTS_Inventor","Date/Time","","Inventor"
"Created By","CreatedById","TTS_Inventor","Lookup(User)","","Inventor"
"Last Modified Date","LastModifiedDate","TTS_Inventor","Date/Time","","Inventor"
"Last Modified By","LastModifiedById","TTS_Inventor","Lookup(User)","","Inventor"
"System Modstamp","SystemModstamp","TTS_Inventor","Date/Time","","Inventor"
"Last Activity Date","LastActivityDate","TTS_Inventor","Date","","Inventor"
"Last Viewed Date","LastViewedDate","TTS_Inventor","Date/Time","","Inventor"
"Last Referenced Date","LastReferencedDate","TTS_Inventor","Date/Time","","Inventor"
"Object Access Level","UserRecordAccessId","TTS_Inventor","Lookup(User Record Access)","","Inventor"
"IP","IP_Contribution__c","TTS_Inventor","Master-Detail(Technology)","","Inventor"
"Alternative Distribution","IP_AlternativeContact__c","TTS_Inventor","Lookup(Contact)","Lookup to Contact object","Inventor"
"Contribution Description","IP_Contribution_Description__c","TTS_Inventor","Long Text Area(32768)","","Inventor"
"Role","IP_Contribution_Role__c","TTS_Inventor","Picklist","","Inventor"
"Is Primary","IP_Is_Primary__c","TTS_Inventor","Checkbox","","Inventor"
"Original Inventor","IP_Original_Inventor_Name__c","TTS_Inventor","Lookup(Contact)","Lookup to contact object.","Inventor"
"Percentage Share","Percentage_Share__c","TTS_Inventor","Number(3, 1)","","Inventor"
"Inventor","IP_Inventor__c","TTS_Inventor","Formula (Text)","","Inventor"
"Record ID","Id","TTS_Mentoring_Interest","Lookup()","","Mentoring Interest"
"Deleted","IsDeleted","TTS_Mentoring_Interest","Checkbox","","Mentoring Interest"
"Mentoring Interest ID","Name","TTS_Mentoring_Interest","Auto Number","","Mentoring Interest"
"Created Date","CreatedDate","TTS_Mentoring_Interest","Date/Time","","Mentoring Interest"
"Created By","CreatedById","TTS_Mentoring_Interest","Lookup(User)","","Mentoring Interest"
"Last Modified Date","LastModifiedDate","TTS_Mentoring_Interest","Date/Time","","Mentoring Interest"
"Last Modified By","LastModifiedById","TTS_Mentoring_Interest","Lookup(User)","","Mentoring Interest"
"System Modstamp","SystemModstamp","TTS_Mentoring_Interest","Date/Time","","Mentoring Interest"
"Last Activity Date","LastActivityDate","TTS_Mentoring_Interest","Date","","Mentoring Interest"
"Last Viewed Date","LastViewedDate","TTS_Mentoring_Interest","Date/Time","","Mentoring Interest"
"Last Referenced Date","LastReferencedDate","TTS_Mentoring_Interest","Date/Time","","Mentoring Interest"
"Object Access Level","UserRecordAccessId","TTS_Mentoring_Interest","Lookup(User Record Access)","","Mentoring Interest"
"Mentoring Opportunity","Mentoring_Opportunity__c","TTS_Mentoring_Interest","Master-Detail(Mentoring Opportunity)","","Mentoring Interest"
"Mentor","Contact__c","TTS_Mentoring_Interest","Lookup(Contact)","","Mentoring Interest"
"Ranking","Ranking__c","TTS_Mentoring_Interest","Picklist","","Mentoring Interest"
"Selected Mentor","Selected_Mentor__c","TTS_Mentoring_Interest","Checkbox","","Mentoring Interest"
"Status","Status__c","TTS_Mentoring_Interest","Picklist","","Mentoring Interest"
"Record ID","Id","TTS_Mentoring_Opportunity","Lookup()","","Mentoring Opportunity"
"Owner","OwnerId","TTS_Mentoring_Opportunity","Lookup(User,Group)","","Mentoring Opportunity"
"Deleted","IsDeleted","TTS_Mentoring_Opportunity","Checkbox","","Mentoring Opportunity"
"Opportunity ID","Name","TTS_Mentoring_Opportunity","Auto Number","","Mentoring Opportunity"
"Created Date","CreatedDate","TTS_Mentoring_Opportunity","Date/Time","","Mentoring Opportunity"
"Created By","CreatedById","TTS_Mentoring_Opportunity","Lookup(User)","","Mentoring Opportunity"
"Last Modified Date","LastModifiedDate","TTS_Mentoring_Opportunity","Date/Time","","Mentoring Opportunity"
"Last Modified By","LastModifiedById","TTS_Mentoring_Opportunity","Lookup(User)","","Mentoring Opportunity"
"System Modstamp","SystemModstamp","TTS_Mentoring_Opportunity","Date/Time","","Mentoring Opportunity"
"Last Activity Date","LastActivityDate","TTS_Mentoring_Opportunity","Date","","Mentoring Opportunity"
"Last Viewed Date","LastViewedDate","TTS_Mentoring_Opportunity","Date/Time","","Mentoring Opportunity"
"Last Referenced Date","LastReferencedDate","TTS_Mentoring_Opportunity","Date/Time","","Mentoring Opportunity"
"Object Access Level","UserRecordAccessId","TTS_Mentoring_Opportunity","Lookup(User Record Access)","","Mentoring Opportunity"
"Applicable Industries","Applicable_Industries__c","TTS_Mentoring_Opportunity","Picklist (Multi-Select)","","Mentoring Opportunity"
"Expiry Date","Expiry_Date__c","TTS_Mentoring_Opportunity","Date","","Mentoring Opportunity"
"Mentee","Mentee__c","TTS_Mentoring_Opportunity","Lookup(Contact)","","Mentoring Opportunity"
"Mentor","Mentor__c","TTS_Mentoring_Opportunity","Lookup(Contact)","","Mentoring Opportunity"
"Mentoring End Date","Mentoring_End_Date__c","TTS_Mentoring_Opportunity","Date","","Mentoring Opportunity"
"Mentoring Start Date","Mentoring_Start_Date__c","TTS_Mentoring_Opportunity","Date","","Mentoring Opportunity"
"Overview","Overview__c","TTS_Mentoring_Opportunity","Long Text Area(32768)","","Mentoring Opportunity"
"Requested Skills","Requested_Skills__c","TTS_Mentoring_Opportunity","Picklist (Multi-Select)","","Mentoring Opportunity"
"Stage","Stage__c","TTS_Mentoring_Opportunity","Picklist","","Mentoring Opportunity"
"Total Selected Interests","Total_Selected_Interests__c","TTS_Mentoring_Opportunity","Roll-Up Summary (COUNT Mentoring Interest)","Hidden Field Used for validation. There can only be 1 selected mentor from the related mentoring interests","Mentoring Opportunity"
"Record ID","Id","TTS_Milestone","Lookup()","","Milestone"
"Owner","OwnerId","TTS_Milestone","Lookup(User,Group)","","Milestone"
"Deleted","IsDeleted","TTS_Milestone","Checkbox","","Milestone"
"Milestone ID","Name","TTS_Milestone","Auto Number","","Milestone"
"Created Date","CreatedDate","TTS_Milestone","Date/Time","","Milestone"
"Created By","CreatedById","TTS_Milestone","Lookup(User)","","Milestone"
"Last Modified Date","LastModifiedDate","TTS_Milestone","Date/Time","","Milestone"
"Last Modified By","LastModifiedById","TTS_Milestone","Lookup(User)","","Milestone"
"System Modstamp","SystemModstamp","TTS_Milestone","Date/Time","","Milestone"
"Last Viewed Date","LastViewedDate","TTS_Milestone","Date/Time","","Milestone"
"Last Referenced Date","LastReferencedDate","TTS_Milestone","Date/Time","","Milestone"
"Object Access Level","UserRecordAccessId","TTS_Milestone","Lookup(User Record Access)","","Milestone"
"Amount","Amount__c","TTS_Milestone","Number(18, 0)","","Milestone"
"Date Field","Date_Field__c","TTS_Milestone","Text(90)","","Milestone"
"Date","Date__c","TTS_Milestone","Picklist","","Milestone"
"Description","IP_Milestone_Description__c","TTS_Milestone","Long Text Area(131072)","","Milestone"
"Number of Days","Number_of_Days__c","TTS_Milestone","Number(18, 0)","Total Number of Task associated to this Milestone.","Milestone"
"Subject","Subject__c","TTS_Milestone","Text Area(255)","","Milestone"
"Success Plans","Success_Plans__c","TTS_Milestone","Lookup(Success Plan)","","Milestone"
"Unit","Unit__c","TTS_Milestone","Picklist","","Milestone"
"When","When__c","TTS_Milestone","Picklist","When determines the date which the milestone should be completed before, after, or on in conjunction with the Days field.","Milestone"
"Who","Who__c","TTS_Milestone","Lookup(Contact)","The contact which is assigned the task.","Milestone"
"Record ID","Id","TTS_Protection","Lookup()","","Protection"
"Owner","OwnerId","TTS_Protection","Lookup(User,Group)","","Protection"
"Deleted","IsDeleted","TTS_Protection","Checkbox","","Protection"
"Protection ID","Name","TTS_Protection","Auto Number","","Protection"
"Record Type","RecordTypeId","TTS_Protection","Record Type","","Protection"
"Created Date","CreatedDate","TTS_Protection","Date/Time","","Protection"
"Created By","CreatedById","TTS_Protection","Lookup(User)","","Protection"
"Last Modified Date","LastModifiedDate","TTS_Protection","Date/Time","","Protection"
"Last Modified By","LastModifiedById","TTS_Protection","Lookup(User)","","Protection"
"System Modstamp","SystemModstamp","TTS_Protection","Date/Time","","Protection"
"Last Activity Date","LastActivityDate","TTS_Protection","Date","","Protection"
"Last Viewed Date","LastViewedDate","TTS_Protection","Date/Time","","Protection"
"Last Referenced Date","LastReferencedDate","TTS_Protection","Date/Time","","Protection"
"Object Access Level","UserRecordAccessId","TTS_Protection","Lookup(User Record Access)","","Protection"
"Protection Owner (Account)","Account__c","TTS_Protection","Lookup(Account)","","Protection"
"Attorney Reference ID","Attorney_Reference_ID__c","TTS_Protection","Text(30)","","Protection"
"Attorney Contact","Attorney__c","TTS_Protection","Lookup(Contact)","","Protection"
"Copyright Author","Contact__c","TTS_Protection","Lookup(Contact)","","Protection"
"Date of Creation","Date_of_Creation__c","TTS_Protection","Date","","Protection"
"Description","Description__c","TTS_Protection","Long Text Area(131072)","","Protection"
"Examination Date","Examination_Date__c","TTS_Protection","Date","","Protection"
"Filing Date","Filing_Date__c","TTS_Protection","Date","","Protection"
"Issuance Date","Issuance_Date__c","TTS_Protection","Date","","Protection"
"Jurisdiction","Jurisdiction__c","TTS_Protection","Picklist","","Protection"
"Patent Application Number","Patent_Application_Number__c","TTS_Protection","Text(200)","","Protection"
"Patent Application Type","Patent_Application_Type__c","TTS_Protection","Picklist","","Protection"
"Patent Classification (IPC)","Patent_Classification__c","TTS_Protection","Text(100)","","Protection"
"Patent Term","Patent_Term__c","TTS_Protection","Number(3, 1)","","Protection"
"Patent Number","Patent_number__c","TTS_Protection","Text(100)  (External ID) (Unique Case Insensitive)","","Protection"
"Priority Date","Priority_Date__c","TTS_Protection","Date","","Protection"
"Protection Family","Protection_Family__c","TTS_Protection","Lookup(Protection Family)","","Protection"
"Protection Owner (Individual)","Protection_Owner_Individual__c","TTS_Protection","Lookup(Contact)","","Protection"
"Status","Protection_Status__c","TTS_Protection","Picklist","","Protection"
"Publication Date","Publication_Date__c","TTS_Protection","Date","","Protection"
"Registered","Registered__c","TTS_Protection","Checkbox","","Protection"
"Registration date","Registration_date__c","TTS_Protection","Date","","Protection"
"Renewal date","Renewal_date__c","TTS_Protection","Date","","Protection"
"Stage","Stage__c","TTS_Protection","Picklist","","Protection"
"Technology","Technology__c","TTS_Protection","Lookup(Technology)","","Protection"
"Title","Title__c","TTS_Protection","Text(244)","","Protection"
"Trademark registration number","Trademark_registration_number__c","TTS_Protection","Text(100)  (External ID) (Unique Case Insensitive)","","Protection"
"Type","Type__c","TTS_Protection","Picklist","","Protection"
"US Patent Classification","United_States_Patent_Classification__c","TTS_Protection","Text(100)","","Protection"
"Work Format","Work_Format__c","TTS_Protection","Picklist","","Protection"
"Total Active Litigations","Total_Active_Litigations__c","TTS_Protection","Roll-Up Summary (COUNT Protection Litigation)","","Protection"
"Expiration Date","Expiration_Date__c","TTS_Protection","Formula (Date)","","Protection"
"Work Format Detail","Work_Format_Detail__c","TTS_Protection","Picklist","","Protection"
"Record ID","Id","TTS_Protection_Claim","Lookup()","","Protection Claim"
"Deleted","IsDeleted","TTS_Protection_Claim","Checkbox","","Protection Claim"
"Protection Claim ID","Name","TTS_Protection_Claim","Auto Number","","Protection Claim"
"Created Date","CreatedDate","TTS_Protection_Claim","Date/Time","","Protection Claim"
"Created By","CreatedById","TTS_Protection_Claim","Lookup(User)","","Protection Claim"
"Last Modified Date","LastModifiedDate","TTS_Protection_Claim","Date/Time","","Protection Claim"
"Last Modified By","LastModifiedById","TTS_Protection_Claim","Lookup(User)","","Protection Claim"
"System Modstamp","SystemModstamp","TTS_Protection_Claim","Date/Time","","Protection Claim"
"Last Activity Date","LastActivityDate","TTS_Protection_Claim","Date","","Protection Claim"
"Last Viewed Date","LastViewedDate","TTS_Protection_Claim","Date/Time","","Protection Claim"
"Last Referenced Date","LastReferencedDate","TTS_Protection_Claim","Date/Time","","Protection Claim"
"Object Access Level","UserRecordAccessId","TTS_Protection_Claim","Lookup(User Record Access)","","Protection Claim"
"Patent","Protection__c","TTS_Protection_Claim","Master-Detail(Protection)","","Protection Claim"
"Claim","Claim__c","TTS_Protection_Claim","Long Text Area(131072)","","Protection Claim"
"Status","Status__c","TTS_Protection_Claim","Picklist","","Protection Claim"
